Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Status,Metafield: custom.tagline [single_line_text_field],Metafield: custom.key_benefits [list.single_line_text_field],Metafield: custom.best_for [single_line_text_field]
nutri-age-regenerating-face-cream-with-uv-filters,Nutri-Age regenerating face cream with UV filters,"<p>Nutri-Age regenerating face cream with UV filters from the FACE REGENERATING PRODUCTS PROCELLULAR 365 collection, available through DIBI Milano Skin Center Colombo.</p><h3>Directions for Use</h3><p>Apply the product to face, neck and decolleté, massaging until fully absorbed.</p><h3>Ingredients</h3><p style=""font-family: monospace; font-size: 0.875rem;"">AQUA (WATER), C12-15 ALKYL BENZOATE, GLYCERIN, C12-20 ACID PEG-8 ESTER, ORYZA SATIVA (RICE) BRAN OIL, ETHYLHEXYL METHOXYCINNAMATE, CETEARYL ALCOHOL, DIMETHICONE, BUTYL METHOXYDIBENZOYLMETHANE, BUTYROSPERMUM PARKII (SHEA BUTTER), BUTYLENE GLYCOL, GLYCERYL STEARATE, PEG-90 STEARATE, ALPHA-GLUCAN OLIGOSACCHARIDE, OCTOCRYLENE, PHENOXYETHANOL, ASCORBYL TETRAISOPALMITATE, HYDROXYACETOPHENONE, PARFUM (FRAGRANCE), PANTHENOL, DIMETHICONOL, TETRASODIUM EDTA, SODIUM DEHYDROACETATE, AMMONIUM GLYCYRRHIZATE, ESCIN, RUSCUS ACULEATUS ROOT EXTRACT, LECITHIN, CARBOMER, SODIUM LACTATE, POLYSORBATE 20, CALENDULA OFFICINALIS FLOWER EXTRACT, CENTELLA ASIATICA EXTRACT, HYDROLYZED YEAST PROTEIN, TOCOPHEROL, ASCORBYL PALMITATE, CITRIC ACID, PALMITOYL TRIPEPTIDE-1, PALMITOYL TETRAPEPTIDE-7</p>",DIBI Milano,Face Regenerating Products Procellular 365,"FACE REGENERATING PRODUCTS PROCELLULAR 365, Anti-Aging, Brightening",TRUE,Title,Default Title,NUTRI-AGE-REGENERATING-FACE-CREA,50,shopify,0,deny,manual,1.00,TRUE,TRUE,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/nutri-age-regenerating-pro-resilience_1.jpg,1,Nutri-Age regenerating face cream with UV filters,active,Year-round cellular regeneration for visibly renewed skin.,"[""Supports continuous skin renewal"",""Improves visible signs of fatigue"",""Restores skin's natural vitality"",""Designed for everyday use""]",Devitalized Skin
nutri-age-regenerating-face-cream-with-uv-filters,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/nutri-age-regenerating-pro-resilience_2.jpg,2,Nutri-Age regenerating face cream with UV filters,,,,
nutri-age-regenerating-face-cream-with-uv-filters,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/nutri-age-regenerating-pro-resilience_3.jpg,3,Nutri-Age regenerating face cream with UV filters,,,,
face-peeling-intensive-re-texturizing-cleanser,Face peeling: intensive re-texturizing cleanser,"<p>Face peeling: intensive re-texturizing cleanser from the FACE REGENERATING PRODUCTS PROCELLULAR 365 collection, available through DIBI Milano Skin Center Colombo.</p><h3>Directions for Use</h3><p>Apply every day to face, neck and decolleté using cotton pads. No rinsing required.</p><h3>Ingredients</h3><p style=""font-family: monospace; font-size: 0.875rem;"">AQUA (WATER), POLOXAMER 184, PROPYLENE GLYCOL, PHENOXYETHANOL, ALPHA-GLUCAN OLIGOSACCHARIDE, ALOE BARBADENSIS LEAF JUICE, HYDROXYACETOPHENONE, METHYL GLUCETH-20, GLYCERIN, ALLANTOIN, BIS-PEG-15 METHYL ETHER DIMETHICONE, MAGNESIUM ASCORBYL PHOSPHATE, BUTYLENE GLYCOL, HYDROLYZED OPUNTIA FICUS-INDICA FLOWER EXTRACT, SODIUM PCA, TETRASODIUM EDTA, PPG-26-BUTETH-26, GLUCOSE, PEG-40 HYDROGENATED CASTOR OIL, GLYCINE, PANTHENOL, ETHYLHEXYLGLYCERIN, GLUTAMIC ACID, LYSINE, CARBOMER, SODIUM LACTATE, CITRIC ACID, AMMONIUM GLYCYRRHIZATE, ESCIN, POLYSORBATE 20, RUSCUS ACULEATUS ROOT EXTRACT, POTASSIUM SORBATE, SODIUM BENZOATE, CALENDULA OFFICINALIS FLOWER EXTRACT, CENTELLA ASIATICA EXTRACT, HYDROLYZED YEAST PROTEIN, PALMITOYL TRIPEPTIDE-1, PALMITOYL TETRAPEPTIDE-7</p>",DIBI Milano,Face Regenerating Products Procellular 365,"FACE REGENERATING PRODUCTS PROCELLULAR 365, Anti-Aging, Brightening",TRUE,Title,Default Title,FACE-PEELING-INTENSIVE-RE-TEXTUR,50,shopify,0,deny,manual,1.00,TRUE,TRUE,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/re-texturising-intensive-peeling-cleanser_1.jpg,1,Face peeling: intensive re-texturizing cleanser,active,Year-round cellular regeneration for visibly renewed skin.,"[""Supports continuous skin renewal"",""Improves visible signs of fatigue"",""Restores skin's natural vitality"",""Designed for everyday use""]",Devitalized Skin
face-peeling-intensive-re-texturizing-cleanser,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/re-texturising-intensive-peeling-cleanser_2.jpg,2,Face peeling: intensive re-texturizing cleanser,,,,
face-peeling-intensive-re-texturizing-cleanser,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/re-texturising-intensive-peeling-cleanser_3.jpg,3,Face peeling: intensive re-texturizing cleanser,,,,
blemish-quot-remover-quot-skincare-for-oily-skin,Blemish &quot;Remover&quot;: Skincare for Oily Skin,"<p>Blemish &quot;Remover&quot;: Skincare for Oily Skin from the COSMETICS SEBUM BALANCING PURE EQUALIZER collection, available through DIBI Milano Skin Center Colombo.</p><h3>Directions for Use</h3><p>Apply on clean skin and massage until fully absorbed. Repeat morning and evening.</p><h3>Ingredients</h3><p style=""font-family: monospace; font-size: 0.875rem;"">AQUA (WATER), ALCOHOL DENAT., BUTYLENE GLYCOL, SALICYLIC ACID, TRIETHANOLAMINE, GLYCERIN, HYDROXYETHYLCELLULOSE, METHYLPROPANEDIOL, METHYL GLUCETH-20, PARFUM (FRAGRANCE), PEG-40 HYDROGENATED CASTOR OIL, MALTODEXTRIN, PHYSALIS PUBESCENS FRUIT JUICE, CAPRYLIC/CAPRIC TRIGLYCERIDE, 4-TERPINEOL, BAROSMA BETULINA LEAF EXTRACT, PENTYLENE GLYCOL, SYRINGA VULGARIS (LILAC) EXTRACT, SALIX ALBA (WILLOW) BARK EXTRACT, ALPHA-ISOMETHYL IONONE, HYDROLYZED RICE PROTEIN, SODIUM BENZOATE, SODIUM CHLORIDE, SODIUM HYALURONATE CROSSPOLYMER, TOCOPHEROL</p>",DIBI Milano,Cosmetics Sebum Balancing Pure Equalizer,"COSMETICS SEBUM BALANCING PURE EQUALIZER, Hydrating",TRUE,Title,Default Title,BLEMISH-QUOT-REMOVER-QUOT-SKINCA,50,shopify,0,deny,manual,1.00,TRUE,TRUE,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/blemish-remover_1.jpg,1,Blemish &quot;Remover&quot;: Skincare for Oily Skin,active,Daily balance for skin prone to imperfections and excess shine.,"[""Visibly reduces excess shine"",""Helps prevent blemishes"",""Refines the look of pores"",""Maintains skin comfort""]",Oily or Combination Skin
blemish-quot-remover-quot-skincare-for-oily-skin,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/blemish-remover_2.jpg,2,Blemish &quot;Remover&quot;: Skincare for Oily Skin,,,,
blemish-quot-remover-quot-skincare-for-oily-skin,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/blemish-remover_3.jpg,3,Blemish &quot;Remover&quot;: Skincare for Oily Skin,,,,
ph-control-acid-cream-gel-oily-skin-care,PH Control Acid Cream Gel: Oily Skin Care,"<p>PH Control Acid Cream Gel: Oily Skin Care from the COSMETICS SEBUM BALANCING PURE EQUALIZER collection, available through DIBI Milano Skin Center Colombo.</p><h3>Directions for Use</h3><p>Apply on clean skin and massage until fully absorbed. Repeat morning and evening.</p><h3>Ingredients</h3><p style=""font-family: monospace; font-size: 0.875rem;"">AQUA (WATER), DICAPRYLYL ETHER, PROPYLENE GLYCOL, HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER, BUTYLENE GLYCOL, ISOHEXADECANE, OLUS OIL (VEGETABLE OIL), ALCOHOL DENAT., POLYMETHYLSILSESQUIOXANE, PHENOXYETHANOL, METHYLPROPANEDIOL, SALICYLIC ACID, PARFUM (FRAGRANCE), POLYSORBATE 60, PHYSALIS PUBESCENS FRUIT JUICE, CAPRYLIC/CAPRIC TRIGLYCERIDE, ETHYLHEXYLGLYCERIN, MALTODEXTRIN, GLYCERIN, PPG-26-BUTETH-26, 4-TERPINEOL, TETRASODIUM EDTA, SORBITAN ISOSTEARATE, LAURYL GLUCOSIDE, POLYGLYCERYL-2 DIPOLYHYDROXYSTEARATE, SODIUM HYDROXIDE, CITRIC ACID, PEG-40 HYDROGENATED CASTOR OIL, BAROSMA BETULINA LEAF EXTRACT, PENTYLENE GLYCOL, SALIX ALBA (WILLOW) BARK EXTRACT, SYRINGA VULGARIS (LILAC) EXTRACT, ALPHA-ISOMETHYL IONONE, HYDROLYZED RICE PROTEIN, SODIUM BENZOATE, SODIUM CHLORIDE, SODIUM HYALURONATE CROSSPOLYMER, TOCOPHEROL</p>",DIBI Milano,Cosmetics Sebum Balancing Pure Equalizer,"COSMETICS SEBUM BALANCING PURE EQUALIZER, Hydrating",TRUE,Title,Default Title,PH-CONTROL-ACID-CREAM-GEL-OILY-S,50,shopify,0,deny,manual,1.00,TRUE,TRUE,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/ph-control-acid-cream-gel_1.jpg,1,PH Control Acid Cream Gel: Oily Skin Care,active,Daily balance for skin prone to imperfections and excess shine.,"[""Visibly reduces excess shine"",""Helps prevent blemishes"",""Refines the look of pores"",""Maintains skin comfort""]",Oily or Combination Skin
ph-control-acid-cream-gel-oily-skin-care,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/ph-control-acid-cream-gel_2.jpg,2,PH Control Acid Cream Gel: Oily Skin Care,,,,
ph-control-acid-cream-gel-oily-skin-care,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/ph-control-acid-cream-gel_3.jpg,3,PH Control Acid Cream Gel: Oily Skin Care,,,,
24h-mattifying-fluid-moisturiser-oily-skin-care,+24h Mattifying Fluid Moisturiser: Oily Skin Care,"<p>+24h Mattifying Fluid Moisturiser: Oily Skin Care from the COSMETICS SEBUM BALANCING PURE EQUALIZER collection, available through DIBI Milano Skin Center Colombo.</p><h3>Directions for Use</h3><p>Apply on clean skin and massage until fully absorbed. Repeat morning and evening.</p><h3>Ingredients</h3><p style=""font-family: monospace; font-size: 0.875rem;"">AQUA (WATER), DIMETHICONE, ALUMINUM STARCH OCTENYLSUCCINATE, CAPRYLYL METHICONE , BUTYLENE GLYCOL, CAPRYLIC/CAPRIC TRIGLYCERIDE, ISOPROPYL PALMITATE, POLYMETHYLSILSESQUIOXANE, PROPYLENE GLYCOL, PHENOXYETHANOL, C30-45 ALKYL CETEARYL DIMETHICONE CROSSPOLYMER, TRIETHANOLAMINE, POTASSIUM CETYL PHOSPHATE , ALOE BARBADENSIS LEAF JUICE, PARFUM (FRAGRANCE), MALTODEXTRIN, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, METHYLPROPANEDIOL, ETHYLHEXYLGLYCERIN, XANTHAN GUM, DIMETHICONOL, CARBOMER, PPG-26-BUTETH-26, TETRASODIUM EDTA, GLYCERIN, PEG-40 HYDROGENATED CASTOR OIL, BAROSMA BETULINA LEAF EXTRACT, 4-TERPINEOL, SYRINGA VULGARIS (LILAC) EXTRACT, PENTYLENE GLYCOL, SALICYLIC ACID, SODIUM METABISULFITE, ALPHA-ISOMETHYL IONONE, SALIX ALBA (WILLOW) BARK EXTRACT, SODIUM BENZOATE, HYDROLYZED RICE PROTEIN, SODIUM CHLORIDE, SODIUM HYALURONATE CROSSPOLYMER, POTASSIUM SORBATE, CI 42090 (BLUE 1)</p>",DIBI Milano,Cosmetics Sebum Balancing Pure Equalizer,"COSMETICS SEBUM BALANCING PURE EQUALIZER, Hydrating",TRUE,Title,Default Title,24H-MATTIFYING-FLUID-MOISTURISER,50,shopify,0,deny,manual,1.00,TRUE,TRUE,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/24h-mattifying-fluid-moisturiser_1.jpg,1,+24h Mattifying Fluid Moisturiser: Oily Skin Care,active,Daily balance for skin prone to imperfections and excess shine.,"[""Visibly reduces excess shine"",""Helps prevent blemishes"",""Refines the look of pores"",""Maintains skin comfort""]",Oily or Combination Skin
24h-mattifying-fluid-moisturiser-oily-skin-care,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/24h-mattifying-fluid-moisturiser_2.jpg,2,+24h Mattifying Fluid Moisturiser: Oily Skin Care,,,,
24h-mattifying-fluid-moisturiser-oily-skin-care,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/24h-mattifying-fluid-moisturiser_3.jpg,3,+24h Mattifying Fluid Moisturiser: Oily Skin Care,,,,
biocellulose-mattifying-mask-oily-skin-care,Biocellulose Mattifying Mask: Oily Skin Care,"<p>Biocellulose Mattifying Mask: Oily Skin Care from the COSMETICS SEBUM BALANCING PURE EQUALIZER collection, available through DIBI Milano Skin Center Colombo.</p><h3>Directions for Use</h3><p>Remove the mask from the bag, open it and remove the two protective films. Apply to the face starting from the forehead, correctly placing the openings for the eyes and mouth. Leave on for 20 minutes, then remove and massage any product residues into the skin. Rinse your face with lukewarm water.</p><h3>Ingredients</h3><p style=""font-family: monospace; font-size: 0.875rem;"">AQUA (WATER), GLYCERIN, PHENOXYETHANOL, POLYACRYLATE-13, ETHYLHEXYLGLYCERIN, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, TRIETHANOLAMINE, POLYISOBUTENE, PROPYLENE GLYCOL, DISODIUM EDTA, PARFUM (FRAGRANCE), BIOSACCHARIDE GUM-1, CAMELLIA SINENSIS LEAF EXTRACT, POLYSORBATE 20, SORBITAN ISOSTEARATE, TROPAEOLUM MAJUS FLOWER LEAF STEM EXTRACT, MALTODEXTRIN, MORINGA PTERYGOSPERMA SEED EXTRACT, LINALOOL</p>",DIBI Milano,Cosmetics Sebum Balancing Pure Equalizer,COSMETICS SEBUM BALANCING PURE EQUALIZER,TRUE,Title,Default Title,BIOCELLULOSE-MATTIFYING-MASK-OIL,50,shopify,0,deny,manual,1.00,TRUE,TRUE,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/biocellulose-mattifying-mask_1.jpg,1,Biocellulose Mattifying Mask: Oily Skin Care,active,Daily balance for skin prone to imperfections and excess shine.,"[""Visibly reduces excess shine"",""Helps prevent blemishes"",""Refines the look of pores"",""Maintains skin comfort""]",Oily or Combination Skin
biocellulose-mattifying-mask-oily-skin-care,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/biocellulose-mattifying-mask_2.jpg,2,Biocellulose Mattifying Mask: Oily Skin Care,,,,
astringent-two-phase-tonic-oily-skin-care,Astringent Two-Phase Tonic: Oily Skin-Care,"<p>Astringent Two-Phase Tonic: Oily Skin-Care from the COSMETICS SEBUM BALANCING PURE EQUALIZER collection, available through DIBI Milano Skin Center Colombo.</p><h3>Directions for Use</h3><p>Before each use, shake until the powders are mixed completely. Apply on a cotton pad and pat on face, neck and décolleté.</p><h3>Ingredients</h3><p style=""font-family: monospace; font-size: 0.875rem;"">AQUA (WATER), GLYCERIN, KAOLIN, PROPYLENE GLYCOL, PHENOXYETHANOL, BUTYLENE GLYCOL, ALCOHOL DENAT., SILICA, PPG-26-BUTETH-26, PARFUM (FRAGRANCE), PEG-40 HYDROGENATED CASTOR OIL, SODIUM HYDROXIDE, CITRIC ACID, ETHYLHEXYLGLYCERIN, MALIC ACID, LACTIC ACID, TETRASODIUM EDTA, METHYLPROPANEDIOL, BENZOPHENONE-4, CI 77891 (TITANIUM DIOXIDE) , SODIUM PCA, MALTODEXTRIN, GLUCOSE, 4-TERPINEOL, PENTYLENE GLYCOL, GLYCINE, SALICYLIC ACID, ALPHA-ISOMETHYL IONONE, SYRINGA VULGARIS (LILAC) EXTRACT, BAROSMA BETULINA LEAF EXTRACT, GLUTAMIC ACID, LYSINE, SALIX ALBA (WILLOW) BARK EXTRACT, TRIS (TETRAMETHYLHYDROXYPIPERIDINOL) CITRATE, SODIUM BENZOATE, ALLANTOIN, HYDROLYZED RICE PROTEIN, SODIUM CHLORIDE, SODIUM HYALURONATE CROSSPOLYMER, POTASSIUM SORBATE, CI 19140 (YELLOW 5), CI 42090 (BLUE 1), CI 15985 (YELLOW 6), CI 16035 (RED 40)</p>",DIBI Milano,Cosmetics Sebum Balancing Pure Equalizer,"COSMETICS SEBUM BALANCING PURE EQUALIZER, Hydrating",TRUE,Title,Default Title,ASTRINGENT-TWO-PHASE-TONIC-OILY-,50,shopify,0,deny,manual,1.00,TRUE,TRUE,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/astringent-two-phase-tonic_1.jpg,1,Astringent Two-Phase Tonic: Oily Skin-Care,active,Daily balance for skin prone to imperfections and excess shine.,"[""Visibly reduces excess shine"",""Helps prevent blemishes"",""Refines the look of pores"",""Maintains skin comfort""]",Oily or Combination Skin
astringent-two-phase-tonic-oily-skin-care,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/astringent-two-phase-tonic_2.jpg,2,Astringent Two-Phase Tonic: Oily Skin-Care,,,,
astringent-two-phase-tonic-oily-skin-care,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/astringent-two-phase-tonic_3.jpg,3,Astringent Two-Phase Tonic: Oily Skin-Care,,,,
2-in-1-purifying-powder-cleanser-oily-skin-care,2 in 1 Purifying Powder Cleanser: Oily Skin-Care,"<p>2 in 1 Purifying Powder Cleanser: Oily Skin-Care from the COSMETICS SEBUM BALANCING PURE EQUALIZER collection, available through DIBI Milano Skin Center Colombo.</p><h3>Directions for Use</h3><p>Pour 3 doses of powder onto the palm of your hand and mix with a little water. Gently massage on face, neck and decolleté, then rinse.</p><h3>Ingredients</h3><p style=""font-family: monospace; font-size: 0.875rem;"">SODIUM LAUROYL GLUTAMATE, TALC, SORBITOL, KAOLIN, SODIUM CHLORIDE, AQUA (WATER), CI 77891 (TITANIUM DIOXIDE), CELLULOSE GUM, SODIUM SULFATE, PROPYLENE GLYCOL, PARFUM (FRAGRANCE), SODIUM DEHYDROACETATE, MALTODEXTRIN, CHAMOMILLA RECUTITA (MATRICARIA FLOWER) EXTRACT, HYDROLIZED CORN STARCH, ALPHA-ISOMETHYL IONONE, SYRINGA VULGARIS (LILAC) EXTRACT, SILICA</p>",DIBI Milano,Cosmetics Sebum Balancing Pure Equalizer,COSMETICS SEBUM BALANCING PURE EQUALIZER,TRUE,Title,Default Title,2-IN-1-PURIFYING-POWDER-CLEANSER,50,shopify,0,deny,manual,1.00,TRUE,TRUE,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/2-in-1-purifying-powder-cleanser_1.jpg,1,2 in 1 Purifying Powder Cleanser: Oily Skin-Care,active,Daily balance for skin prone to imperfections and excess shine.,"[""Visibly reduces excess shine"",""Helps prevent blemishes"",""Refines the look of pores"",""Maintains skin comfort""]",Oily or Combination Skin
2-in-1-purifying-powder-cleanser-oily-skin-care,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/2-in-1-purifying-powder-cleanser_2.jpg,2,2 in 1 Purifying Powder Cleanser: Oily Skin-Care,,,,
2-in-1-purifying-powder-cleanser-oily-skin-care,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/2-in-1-purifying-powder-cleanser_3.jpg,3,2 in 1 Purifying Powder Cleanser: Oily Skin-Care,,,,
gold-youth-cream-facial-moisturizing-cream,Gold Youth Cream: Facial Moisturizing Cream,"<p>Gold Youth Cream: Facial Moisturizing Cream from the ANTI AGING WITH GOLD THE GOLD collection, available through DIBI Milano Skin Center Colombo.</p><h3>Directions for Use</h3><p>Mix Pure Gold into the cream with the help of the supplied spatula. Apply to face, neck and decolleté. Use the spatula as the final step of your daily beauty routine. With the golden end of the spatula, perform slow and linear strokes from the centre of your decolleté outwards and from the base of your neck towards your chin. Perform slow and linear strokes from the centre of your face outwards. Perform slow semi-circular strokes from the centre of your face outwards. Perform slow and linear strokes on your forehead: from your eyebrows to your hairline, and from the centre towards your temples. Repeat on the other side of the face.</p><h3>Ingredients</h3><p style=""font-family: monospace; font-size: 0.875rem;"">AQUA (WATER), CAPRYLIC/CAPRIC TRIGLYCERIDE, COCO-CAPRYLATE/CAPRATE, BUTYROSPERMUM PARKII (SHEA BUTTER), DICAPRYLYL ETHER, GLYCERIN, CETEARYL ALCOHOL, PROPYLENE GLYCOL, PRUNUS AMYGDALUS DULCIS (SWEET ALMOND) OIL, SIMMONDSIA CHINENSIS (JOJOBA) SEED OIL, POTASSIUM CETYL PHOSPHATE , PHENOXYETHANOL, HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER, GLYCERYL DIBEHENATE, HYDROXYACETOPHENONE, CARBOMER, TRIBEHENIN, MALTODEXTRIN, POLYSORBATE 60, SQUALANE, PROPANEDIOL, SODIUM PCA, GLUCOSE, GLYCERYL BEHENATE, PARFUM (FRAGRANCE), SODIUM HYDROXIDE, DISODIUM EDTA, SODIUM DEHYDROACETATE, GLYCINE, LECITHIN, CI 77480 (GOLD), SODIUM HYALURONATE, LYSINE, GLUTAMIC ACID, CITRIC ACID, TOCOPHEROL, ALLANTOIN, ASCORBYL PALMITATE, SODIUM BENZOATE, POTASSIUM SORBATE, PENTAPEPTIDE-34 TRIFLUOROACETATE, CYSTEINE, ISOLEUCINE, HYDROXYPROLINE, GLUTAMINE</p>",DIBI Milano,Anti Aging With Gold The Gold,"ANTI AGING WITH GOLD THE GOLD, Hydrating, Anti-Aging, Brightening",TRUE,Title,Default Title,GOLD-YOUTH-CREAM-FACIAL-MOISTURI,50,shopify,0,deny,manual,1.00,TRUE,TRUE,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/gold-youth-cream_1.jpg,1,Gold Youth Cream: Facial Moisturizing Cream,active,Luxurious gold-infused ritual designed to recapture youthful radiance.,"[""Visibly redensifies and firms mature skin"",""Restores a luminous, gold-tinted glow"",""Smooths the look of deep wrinkles"",""Indulgent, multi-sensory ritual""]",Mature Skin
gold-youth-cream-facial-moisturizing-cream,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/gold-youth-cream_2.jpg,2,Gold Youth Cream: Facial Moisturizing Cream,,,,
gold-youth-cream-facial-moisturizing-cream,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/gold-youth-cream_3.jpg,3,Gold Youth Cream: Facial Moisturizing Cream,,,,
moisturizing-face-mask-gold-youth-mask,Moisturizing Face Mask: Gold Youth Mask,"<p>Moisturizing Face Mask: Gold Youth Mask from the ANTI AGING WITH GOLD THE GOLD collection, available through DIBI Milano Skin Center Colombo.</p><h3>Directions for Use</h3><p>Apply to face, neck and decolleté. Leave on for 15/20 minutes then rinse. If necessary, remove any residue with a damp cloth.</p><h3>Ingredients</h3><p style=""font-family: monospace; font-size: 0.875rem;"">AQUA (WATER), GLYCERIN, PEG-7 GLYCERYL COCOATE, SACCHARIDE ISOMERATE, IMPERATA CYLINDRICA ROOT EXTRACT, PHENOXYETHANOL, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, HYDROXYACETOPHENONE, SODIUM POLYACRYLATE, MALTODEXTRIN, PARFUM (FRAGRANCE), MICA, HYDROXYPROPYL GUAR, PROPANEDIOL, CI 77891 (TITANIUM DIOXIDE), PPG-26-BUTETH-26, CI 77491 (IRON OXIDES), SILICA, SODIUM HYDROXIDE, TETRASODIUM EDTA, PEG-40 HYDROGENATED CASTOR OIL, SODIUM PCA, ERYTHRITOL, POLYACRYLATE-2 CROSSPOLYMER, CARRAGEENAN, CAPRYLYL GLYCOL, CARBOMER, CITRIC ACID, SODIUM CITRATE, XANTHAN GUM, TIN OXIDE, CI 77480 (GOLD), SODIUM BENZOATE, PENTAPEPTIDE-34 TRIFLUOROACETATE, GLYCINE, CYSTEINE, ISOLEUCINE, LYSINE, HYDROXYPROLINE, GLUTAMINE</p>",DIBI Milano,Anti Aging With Gold The Gold,"ANTI AGING WITH GOLD THE GOLD, Anti-Aging",TRUE,Title,Default Title,MOISTURIZING-FACE-MASK-GOLD-YOUT,50,shopify,0,deny,manual,1.00,TRUE,TRUE,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/gold-youth-mask_1.jpg,1,Moisturizing Face Mask: Gold Youth Mask,active,Luxurious gold-infused ritual designed to recapture youthful radiance.,"[""Visibly redensifies and firms mature skin"",""Restores a luminous, gold-tinted glow"",""Smooths the look of deep wrinkles"",""Indulgent, multi-sensory ritual""]",Mature Skin
moisturizing-face-mask-gold-youth-mask,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/gold-youth-mask_2.jpg,2,Moisturizing Face Mask: Gold Youth Mask,,,,
moisturizing-face-mask-gold-youth-mask,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/gold-youth-mask_3.jpg,3,Moisturizing Face Mask: Gold Youth Mask,,,,
