Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Status,Metafield: custom.tagline [single_line_text_field],Metafield: custom.key_benefits [list.single_line_text_field],Metafield: custom.best_for [single_line_text_field]
soothing-anti-redness-cream-sensitive-skincare,Soothing Anti-Redness Cream: Sensitive Skincare,"<p>Soothing Anti-Redness Cream: Sensitive Skincare from the CREME AND COSMETICS DEFENCE SOLUTION collection, available through DIBI Milano Skin Center Colombo.</p><h3>Directions for Use</h3><p>Apply to the skin and massage until fully absorbed.</p><h3>Ingredients</h3><p style=""font-family: monospace; font-size: 0.875rem;"">AQUA (WATER), GLYCERIN, ETHYLHEXYL METHOXYCINNAMATE, C12-15 ALKYL BENZOATE, CAPRYLIC/CAPRIC TRIGLYCERIDE, TITANIUM DIOXIDE, ETHYLHEXYL SALICYLATE, SODIUM ACRYLATES COPOLYMER, COCO-CAPRYLATE/CAPRATE, HAMAMELIS VIRGINIANA (WITCH HAZEL) LEAF WATER, PHENOXYETHANOL, HYDROXYACETOPHENONE, PANTHENOL, THEOBROMA GRANDIFLORUM SEED BUTTER, LECITHIN, APRICOT KERNEL OIL POLYGLYCERYL-6 ESTERS, CI 77163 (BISMUTH OXYCHLORIDE), NIACINAMIDE, POLYGLYCERYL-10 OLEATE, TETRASODIUM EDTA, SODIUM LAUROYL LACTYLATE, SODIUM PCA, HYDROLYZED GARCINIA MANGOSTANA FRUIT EXTRACT, CETYL PHOSPHATE, SORBITAN PALMITATE, SACCHAROMYCES/ZINC FERMENT, ERYTHRITOL, CHONDRUS CRISPUS, CERAMIDE NP, CI 75810 (CHLOROPHYLLIN-COPPER COMPLEX), MAGNOLOL, HONOKIOL, XANTHAN GUM, SODIUM HYDROXIDE, PHYTOSPHINGOSINE, CERAMIDE AP, CHOLESTEROL, ETHYLHEXYLGLYCERIN, CARBOMER, TETRASODIUM GLUTAMATE DIACETATE, TOCOPHEROL, CERAMIDE EOP</p>",DIBI Milano,Creme And Cosmetics Defence Solution,"CREME AND COSMETICS DEFENCE SOLUTION, Niacinamide, Barrier Repair",TRUE,Title,Default Title,SOOTHING-ANTI-REDNESS-CREAM-SENS,50,shopify,0,deny,manual,1.00,TRUE,TRUE,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/soothing-anti-redness-cream_1.jpg,1,Soothing Anti-Redness Cream: Sensitive Skincare,active,Daily defence for skin that needs comfort and protection.,"[""Calms visible redness"",""Strengthens the skin barrier"",""Reduces feelings of tightness"",""Fragrance-conscious comfort""]",Sensitive or Reactive Skin
soothing-anti-redness-cream-sensitive-skincare,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/soothing-anti-redness-cream_2.jpg,2,Soothing Anti-Redness Cream: Sensitive Skincare,,,,
soothing-anti-redness-cream-sensitive-skincare,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/soothing-anti-redness-cream_3.jpg,3,Soothing Anti-Redness Cream: Sensitive Skincare,,,,
soothing-anti-redness-cream-sensitive-skincare,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/soothing-anti-redness-cream_4.jpg,4,Soothing Anti-Redness Cream: Sensitive Skincare,,,,
hydrating-repair-cream-sensitive-skin-care,Hydrating Repair Cream: Sensitive Skin Care,"<p>Hydrating Repair Cream: Sensitive Skin Care from the CREME AND COSMETICS DEFENCE SOLUTION collection, available through DIBI Milano Skin Center Colombo.</p><h3>Directions for Use</h3><p>Apply to the skin and massage until fully absorbed.</p><h3>Ingredients</h3><p style=""font-family: monospace; font-size: 0.875rem;"">AQUA (WATER), CAPRYLIC/CAPRIC TRIGLYCERIDE, VEGETABLE OIL, COCO-CAPRYLATE/CAPRATE, GLYCERIN, ORYZANOL, SODIUM POLYACRYLATE, THEOBROMA GRANDIFLORUM SEED BUTTER, HAMAMELIS VIRGINIANA (WITCH HAZEL) LEAF WATER, PHENOXYETHANOL, HYDROXYACETOPHENONE, PANTHENOL, NIACINAMIDE, HYDROXYETHYLCELLULOSE, TETRASODIUM EDTA, APRICOT KERNEL OIL POLYGLYCERYL-6 ESTERS, POTASSIUM CETYL PHOSPHATE , POLYGLYCERYL-10 OLEATE, SODIUM LAUROYL LACTYLATE, SODIUM PCA, HYDROLYZED GARCINIA MANGOSTANA FRUIT EXTRACT, CETYL PHOSPHATE, SORBITAN PALMITATE, GLYCERYL ACRYLATE/ACRYLIC ACID COPOLYMER, SODIUM HYDROXIDE, SACCHAROMYCES/ZINC FERMENT, ERYTHRITOL, PVM/MA COPOLYMER, CHONDRUS CRISPUS, CERAMIDE NP, MAGNOLOL, HONOKIOL, XANTHAN GUM, PHYTOSPHINGOSINE, CERAMIDE AP, CHOLESTEROL, ETHYLHEXYLGLYCERIN, CARBOMER, TETRASODIUM GLUTAMATE DIACETATE, TOCOPHEROL, CERAMIDE EOP</p>",DIBI Milano,Creme And Cosmetics Defence Solution,"CREME AND COSMETICS DEFENCE SOLUTION, Niacinamide, Barrier Repair",TRUE,Title,Default Title,HYDRATING-REPAIR-CREAM-SENSITIVE,50,shopify,0,deny,manual,1.00,TRUE,TRUE,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/hydrating-repair-cream_1.jpg,1,Hydrating Repair Cream: Sensitive Skin Care,active,Daily defence for skin that needs comfort and protection.,"[""Calms visible redness"",""Strengthens the skin barrier"",""Reduces feelings of tightness"",""Fragrance-conscious comfort""]",Sensitive or Reactive Skin
hydrating-repair-cream-sensitive-skin-care,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/hydrating-repair-cream_2.jpg,2,Hydrating Repair Cream: Sensitive Skin Care,,,,
hydrating-repair-cream-sensitive-skin-care,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/hydrating-repair-cream_3.jpg,3,Hydrating Repair Cream: Sensitive Skin Care,,,,
hydrating-repair-cream-sensitive-skin-care,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/hydrating-repair-cream_4.jpg,4,Hydrating Repair Cream: Sensitive Skin Care,,,,
ceramide-enriched-micellar-water-sensitive-skin,Ceramide-Enriched Micellar Water: Sensitive Skin,"<p>Ceramide-Enriched Micellar Water: Sensitive Skin from the CREME AND COSMETICS DEFENCE SOLUTION collection, available through DIBI Milano Skin Center Colombo.</p><h3>Directions for Use</h3><p>Apply with cotton rounds or your fingertips, massage, then rinse.</p><h3>Ingredients</h3><p style=""font-family: monospace; font-size: 0.875rem;"">AQUA (WATER), PEG-8 CAPRYLIC/CAPRIC GLYCERIDES, BUTYLENE GLYCOL, PENTYLENE GLYCOL, HAMAMELIS VIRGINIANA (WITCH HAZEL) LEAF WATER, PHENOXYETHANOL, GLYCERIN, PANTHENOL, NIACINAMIDE, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, APRICOT KERNEL OIL POLYGLYCERYL-6 ESTERS, SODIUM HYDROXIDE, POLYGLYCERYL-10 OLEATE, SODIUM LAUROYL LACTYLATE, HYDROLYZED GARCINIA MANGOSTANA FRUIT EXTRACT, CETYL PHOSPHATE, SORBITAN PALMITATE, SACCHAROMYCES/ZINC FERMENT, SODIUM DILAURAMIDOGLUTAMIDE LYSINE, CERAMIDE NP, MAGNOLOL, HONOKIOL, ETHYLHEXYLGLYCERIN, PHYTOSPHINGOSINE, CERAMIDE AP, CHOLESTEROL, TETRASODIUM GLUTAMATE DIACETATE, XANTHAN GUM, CARBOMER, CERAMIDE EOP</p>",DIBI Milano,Creme And Cosmetics Defence Solution,"CREME AND COSMETICS DEFENCE SOLUTION, Niacinamide, Barrier Repair",TRUE,Title,Default Title,CERAMIDE-ENRICHED-MICELLAR-WATER,50,shopify,0,deny,manual,1.00,TRUE,TRUE,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/ceramide-enriched-micellar-water_1.jpg,1,Ceramide-Enriched Micellar Water: Sensitive Skin,active,Daily defence for skin that needs comfort and protection.,"[""Calms visible redness"",""Strengthens the skin barrier"",""Reduces feelings of tightness"",""Fragrance-conscious comfort""]",Sensitive or Reactive Skin
ceramide-enriched-micellar-water-sensitive-skin,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/ceramide-enriched-micellar-water_2.jpg,2,Ceramide-Enriched Micellar Water: Sensitive Skin,,,,
ceramide-enriched-micellar-water-sensitive-skin,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/ceramide-enriched-micellar-water_3.jpg,3,Ceramide-Enriched Micellar Water: Sensitive Skin,,,,
ceramide-enriched-micellar-water-sensitive-skin,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/ceramide-enriched-micellar-water_4.jpg,4,Ceramide-Enriched Micellar Water: Sensitive Skin,,,,
triphasic-micellar-water-skin-care-products,Triphasic Micellar Water: Skin Care Products,"<p>Triphasic Micellar Water: Skin Care Products from the FACE PERFECTION collection, available through DIBI Milano Skin Center Colombo.</p><h3>Directions for Use</h3><p>Shake the bottle thoroughly to mix the three phases well. Apply to face, eyes, lips, neck and décolleté with cotton disks. Rinse if necessary.</p><h3>Ingredients</h3><p style=""font-family: monospace; font-size: 0.875rem;"">AQUA (WATER),HYDROGENATED POLYDECENE, DIMETHICONE, ISOHEXADECANE, GLYCERIN, PENTYLENE GLYCOL,PEG-8 CAPRYLIC/CAPRIC GLYCERIDES, PHENOXYETHANOL, POLOXAMER 184, SODIUM CHLORIDE,ALOE BARBADENSIS LEAF JUICE, LACTOCOCCUS FERMENT LYSATE, SACCHARIDE ISOMERATE, CAPRYLIC/CAPRIC TRIGLYCERIDE,TETRASODIUM EDTA,CASSIA ANGUSTIFOLIA SEED POLYSACCHARIDE, SODIUM SULFATE,LACTIC ACID,CITRIC ACID,SODIUM CITRATE,SODIUM BENZOATE,HYDROXYETHYLCELLULOSE, VEGETABLE OIL, POTASSIUM SORBATE,CI 17200 (RED 33)</p>",DIBI Milano,Face Perfection,FACE PERFECTION,TRUE,Title,Default Title,TRIPHASIC-MICELLAR-WATER-SKIN-CA,50,shopify,0,deny,manual,1.00,TRUE,TRUE,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/triphasic-micellar-water_1.jpg,1,Triphasic Micellar Water: Skin Care Products,active,Daily essentials engineered for visibly perfected skin.,"[""Refines and smooths skin texture"",""Supports a fresh, perfected look"",""Layers easily across your routine"",""Suitable for daily use""]",All Skin Types
triphasic-micellar-water-skin-care-products,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/triphasic-micellar-water_2.jpg,2,Triphasic Micellar Water: Skin Care Products,,,,
triphasic-micellar-water-skin-care-products,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/triphasic-micellar-water_3.jpg,3,Triphasic Micellar Water: Skin Care Products,,,,
essential-revitalizing-toner-skin-care-products,Essential Revitalizing Toner: Skin Care Products,"<p>Essential Revitalizing Toner: Skin Care Products from the FACE PERFECTION collection, available through DIBI Milano Skin Center Colombo.</p><h3>Directions for Use</h3><p>Apply on face, neck and décolleté with cotton pads, tapping on the skin.</p><h3>Ingredients</h3><p style=""font-family: monospace; font-size: 0.875rem;"">AQUA (WATER),GLYCERIN,PROPYLENE GLYCOL,ALOE BARBADENSIS LEAF JUICE PHENOXYETHANOL SACCHARIDE ISOMERATE PPG-26-BUTETH-26 HYDROXYACETOPHENONE PANTHENOL,CUCUMIS SATIVUS (CUCUMBER) FRUIT EXTRACT PEG-40 HYDROGENATED CASTOR OIL TETRASODIUM EDTA,CAPRYLIC/CAPRIC TRIGLYCERIDE LACTOCOCCUS FERMENT LYSATE,CITRIC ACID,CARNOSINE,PARFUM (FRAGRANCE),CASSIA ANGUSTIFOLIA SEED POLYSACCHARIDE SODIUM CITRATE,BENZYL SALICYLATE,SODIUM BENZOATE HYDROXYETHYLCELLULOSE,POTASSIUM SORBATE,LINALOOL,LACTIC ACID,VEGETABLE OIL,SODIUM CHLORIDE,CI 17200 (RED 33)</p>",DIBI Milano,Face Perfection,FACE PERFECTION,TRUE,Title,Default Title,ESSENTIAL-REVITALIZING-TONER-SKI,50,shopify,0,deny,manual,1.00,TRUE,TRUE,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/essential-revitalizing-toner_1.jpg,1,Essential Revitalizing Toner: Skin Care Products,active,Daily essentials engineered for visibly perfected skin.,"[""Refines and smooths skin texture"",""Supports a fresh, perfected look"",""Layers easily across your routine"",""Suitable for daily use""]",All Skin Types
essential-revitalizing-toner-skin-care-products,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/essential-revitalizing-toner_2.jpg,2,Essential Revitalizing Toner: Skin Care Products,,,,
biomechanic-reactivating-scrub-skincare-products,Biomechanic Reactivating Scrub: Skincare products,"<p>Biomechanic Reactivating Scrub: Skincare products from the FACE PERFECTION collection, available through DIBI Milano Skin Center Colombo.</p><h3>Directions for Use</h3><p>Apply to face, neck and neckline and massage gently, then rinse.</p><h3>Ingredients</h3><p style=""font-family: monospace; font-size: 0.875rem;"">AQUA (WATER),CETEARYL ALCOHOL,CAPRYLIC/CAPRIC TRIGLYCERIDE,C12-15 ALKYL BENZOATE,GLYCERIN,ORYZA SATIVA (RICE) BRAN OIL,PROPYLENE GLYCOL,CELLULOSE,POTASSIUM CETYL PHOSPHATE,CETEARYL GLUCOSIDE,SILICA,GLYCOLIPIDS,PHENOXYETHANOL,HYDROXYACETOPHENONE,JOJOBA ESTERS,ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER LACTOCOCCUS FERMENT LYSATE,PARFUM (FRAGRANCE),TETRASODIUM EDTA,SODIUM HYDROXIDE,PAPAIN,LECITHIN,CASSIA ANGUSTIFOLIA SEED POLYSACCHARIDE SODIUM BENZOATE,BENZYL SALICYLATE,CALCIUM PANTOTHENATE,XANTHAN GUM,TOCOPHEROL,ASCORBYL PALMITATE,CAPRYLYL GLYCOL,UREA,MAGNESIUM LACTATE,ETHYLHEXYLGLYCERIN,CI 73360 (RED 30),TALC,VEGETABLE OIL,HYDROXYETHYLCELLULOSE,POTASSIUM LACTATE,LACTIC ACID,SODIUM CHLORIDE,ALANINE,MAGNESIUM CHLORIDE,PROLINE,SERINE,CITRIC ACID ,SODIUM CITRATE ,CI 17200 (RED 33)</p>",DIBI Milano,Face Perfection,"FACE PERFECTION, Brightening",TRUE,Title,Default Title,BIOMECHANIC-REACTIVATING-SCRUB-S,50,shopify,0,deny,manual,1.00,TRUE,TRUE,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/biomechanic-reactivating-scrub_1.jpg,1,Biomechanic Reactivating Scrub: Skincare products,active,Daily essentials engineered for visibly perfected skin.,"[""Refines and smooths skin texture"",""Supports a fresh, perfected look"",""Layers easily across your routine"",""Suitable for daily use""]",All Skin Types
biomechanic-reactivating-scrub-skincare-products,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/biomechanic-reactivating-scrub_2.jpg,2,Biomechanic Reactivating Scrub: Skincare products,,,,
youth-extreme-cream-cleanser-cleansing-cream,Youth Extreme Cream Cleanser: Cleansing Cream,"<p>Youth Extreme Cream Cleanser: Cleansing Cream from the FACE PERFECTION collection, available through DIBI Milano Skin Center Colombo.</p><h3>Directions for Use</h3><p>Apply to face, neck and neckline and massage gently, then rinse.</p><h3>Ingredients</h3><p style=""font-family: monospace; font-size: 0.875rem;"">AQUA (WATER), COCO-CAPRYLATE/CAPRATE, PROPYLENE GLYCOL, PENTYLENE GLYCOL, C12-15 ALKYL BENZOATE, ALOE BARBADENSIS LEAF JUICE, GLYCERIN, SODIUM CHLORIDE, SACCHARIDE ISOMERATE, PANTHENOL, PARFUM (FRAGRANCE), NIACINAMIDE, RETINYL PALMITATE, TOCOPHERYL ACETATE, CARNOSINE, SODIUM BENZOATE, LINALOOL, GERANIOL, LIMONENE, HYDROLYZED RICE PROTEIN, SODIUM HYALURONATE CROSSPOLYMER, POTASSIUM SORBATE, CITRIC ACID, SODIUM CITRATE, CI 17200 (RED 33)</p>",DIBI Milano,Face Perfection,"FACE PERFECTION, Hydrating, Niacinamide",TRUE,Title,Default Title,YOUTH-EXTREME-CREAM-CLEANSER-CLE,50,shopify,0,deny,manual,1.00,TRUE,TRUE,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/youth-extreme-cream-cleanser_1.jpg,1,Youth Extreme Cream Cleanser: Cleansing Cream,active,Daily essentials engineered for visibly perfected skin.,"[""Refines and smooths skin texture"",""Supports a fresh, perfected look"",""Layers easily across your routine"",""Suitable for daily use""]",All Skin Types
youth-extreme-cream-cleanser-cleansing-cream,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/youth-extreme-cream-cleanser_2.jpg,2,Youth Extreme Cream Cleanser: Cleansing Cream,,,,
youth-extreme-cream-cleanser-cleansing-cream,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/youth-extreme-cream-cleanser_3.jpg,3,Youth Extreme Cream Cleanser: Cleansing Cream,,,,
youth-extreme-bi-phase-tonic-skin-care-products,Youth Extreme Bi-Phase Tonic: Skin Care Products,"<p>Youth Extreme Bi-Phase Tonic: Skin Care Products from the FACE PERFECTION collection, available through DIBI Milano Skin Center Colombo.</p><h3>Directions for Use</h3><p>Shake the bottle well to mix the two phases. Soak a cotton pad with the lotion and dab over face, neck and neckline after cleansing.</p><h3>Ingredients</h3><p style=""font-family: monospace; font-size: 0.875rem;"">AQUA (WATER), C12-15 ALKYL BENZOATE, GLYCERIN, CAPRYLIC/CAPRIC TRIGLYCERIDE, GLYCERYL STEARATE, PEG-90 STEARATE, POLOXAMER 184, TRITICUM VULGARE (WHEAT) GERM OIL, CETEARYL ALCOHOL, TRIETHYLHEXANOIN, HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER, PHENOXYETHANOL, ISOHEXADECANE, DIMETHICONE, ETHYLHEXYLGLYCERIN, PANTHENOL, ALOE BARBADENSIS LEAF JUICE, ALLANTOIN, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, NIACINAMIDE, TRIETHANOLAMINE, SODIUM PCA, TETRASODIUM EDTA, POLYSORBATE 60, GLUCOSE, HYDROGENATED LECITHIN, MAGNESIUM ASCORBYL PHOSPHATE, POLYSORBATE 20, PARFUM (FRAGRANCE), SORBITAN ISOSTEARATE, CARNOSINE, GLYCINE, PENTYLENE GLYCOL, LECITHIN, GLUTAMIC ACID, LYSINE, HYDROXYPROPYL CYCLODEXTRIN, CITRIC ACID, TOCOPHEROL, SODIUM BENZOATE, ASCORBYL PALMITATE, RETINOL, POTASSIUM SORBATE, HYDROLYZED RICE PROTEIN, SODIUM CHLORIDE, SODIUM HYALURONATE CROSSPOLYMER, SODIUM METABISULFITE, BHA, BHT, CI 17200 (RED 33)</p>",DIBI Milano,Face Perfection,"FACE PERFECTION, Hydrating, Anti-Aging, Brightening, Niacinamide",TRUE,Title,Default Title,YOUTH-EXTREME-BI-PHASE-TONIC-SKI,50,shopify,0,deny,manual,1.00,TRUE,TRUE,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/youth-extreme-bi-phase-tonic_1.jpg,1,Youth Extreme Bi-Phase Tonic: Skin Care Products,active,Daily essentials engineered for visibly perfected skin.,"[""Refines and smooths skin texture"",""Supports a fresh, perfected look"",""Layers easily across your routine"",""Suitable for daily use""]",All Skin Types
youth-extreme-bi-phase-tonic-skin-care-products,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/youth-extreme-bi-phase-tonic_2.jpg,2,Youth Extreme Bi-Phase Tonic: Skin Care Products,,,,
youth-extreme-bi-phase-tonic-skin-care-products,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/youth-extreme-bi-phase-tonic_3.jpg,3,Youth Extreme Bi-Phase Tonic: Skin Care Products,,,,
nourishing-cleansing-milk-skin-care-products,Nourishing Cleansing Milk: Skin Care Products,"<p>Nourishing Cleansing Milk: Skin Care Products from the FACE PERFECTION collection, available through DIBI Milano Skin Center Colombo.</p><h3>Directions for Use</h3><p>Apply on the eyes using cotton pads; on face, neck and décolleté apply and massage, then rinse.</p><h3>Ingredients</h3><p style=""font-family: monospace; font-size: 0.875rem;"">AQUA (WATER),CAPRYLIC/CAPRIC TRIGLYCERIDE,VEGETABLE OIL,GLYCERIN,TRIETHYLHEXANOIN,COCOGLYCERIDES,LAURYL GLUCOSIDE,POLYGLYCERYL-2 DIPOLYHYDROXYSTEARATE SODIUM POLYACRYLATE,PHENOXYETHANOL,HYDROXYACETOPHENONE,LACTOCOCCUS FERMENT LYSATE TETRASODIUM EDTA,SODIUM HYDROXIDE,XANTHAN GUM,PARFUM (FRAGRANCE),CASSIA ANGUSTIFOLIA SEED POLYSACCHARIDE HYDROXYETHYLCELLULOSE,LACTIC ACID,SODIUM CHLORIDE,SODIUM BENZOATE</p>",DIBI Milano,Face Perfection,FACE PERFECTION,TRUE,Title,Default Title,NOURISHING-CLEANSING-MILK-SKIN-C,50,shopify,0,deny,manual,1.00,TRUE,TRUE,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/nourishing-cleansing-milk_1.jpg,1,Nourishing Cleansing Milk: Skin Care Products,active,Daily essentials engineered for visibly perfected skin.,"[""Refines and smooths skin texture"",""Supports a fresh, perfected look"",""Layers easily across your routine"",""Suitable for daily use""]",All Skin Types
nourishing-cleansing-milk-skin-care-products,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/nourishing-cleansing-milk_2.jpg,2,Nourishing Cleansing Milk: Skin Care Products,,,,
sublime-eye-contour-and-lip-filler-anti-wrinkle,Sublime Eye Contour and Lip Filler: Anti Wrinkle,"<p>Sublime Eye Contour and Lip Filler: Anti Wrinkle from the FILLER CODE COSMETIC EFFECT FILLERS collection, available through DIBI Milano Skin Center Colombo.</p><h3>Directions for Use</h3><p>""Apply morning and evening to eye and lips contour area. Use the provided spatula as the last step of your daily beauty routine. A) With one hand, slightly pull the side where you are performing the massage in the ear / temple area. E) With slight pressure, slide the flat end of the spatula in the undereye area, from the inner corner to the outer one. F) Massage using spiral movements from the outer corner of the eye towards the temples, using the ball end of the spatula. G) Press the ball end of the spatula in the area under the eyebrows near the bridge of the nose, then move it along the arch of the eyebrows, tracing around the eye and going back to the starting point, massaging the undereye area. H) Massage the areas above and below the lips, sliding the flat end of the spatula from the centre outwards. Lift the corners of the mouth when working on the bottom lip. ""</p><h3>Ingredients</h3><p style=""font-family: monospace; font-size: 0.875rem;"">AQUA (WATER), C12-20 ACID PEG-8 ESTER, GLYCERIN, DIBUTYL ADIPATE, BUTYROSPERMUM PARKII (SHEA BUTTER), C10-18 TRIGLYCERIDES, CAPRYLIC/CAPRIC TRIGLYCERIDE, COCOGLYCERIDES, CETEARYL ALCOHOL, DIMETHICONE, PENTAERYTHRITYL TETRAISOSTEARATE, PHENOXYETHANOL, BUTYLENE GLYCOL, CAFFEINE, HYDROXYACETOPHENONE, TOCOPHERYL ACETATE, SILICA, PRUNUS AMYGDALUS DULCIS (SWEET ALMOND) SEED EXTRACT, PANTHENOL, TETRASODIUM EDTA, CI 77891 (TITANIUM DIOXIDE), LECITHIN, AMMONIUM GLYCYRRHIZATE, ESCIN, RUSCUS ACULEATUS ROOT EXTRACT, TEPRENONE, SILICA DIMETHYL SILYLATE, HESPERIDIN METHYL CHALCONE, PENTYLENE GLYCOL, ETHYLHEXYLGLYCERIN, STEARETH-20, CI 77491 (IRON OXIDES), TOCOPHEROL, SODIUM CHONDROITIN SULFATE, CALENDULA OFFICINALIS FLOWER EXTRACT, CENTELLA ASIATICA EXTRACT, HYDROLYZED YEAST PROTEIN, PALMITOYL TRIPEPTIDE-5, METHYLSILANOL HYDROXYPROLINE ASPARTATE, ASCORBYL PALMITATE, ATELOCOLLAGEN, SALICYLIC ACID, POTASSIUM SORBATE, CITRIC ACID, DIPEPTIDE-2, PALMITOYL TETRAPEPTIDE-7</p>",DIBI Milano,Filler Code Cosmetic Effect Fillers,"FILLER CODE COSMETIC EFFECT FILLERS, Anti-Aging, Brightening",TRUE,Title,Default Title,SUBLIME-EYE-CONTOUR-AND-LIP-FILL,50,shopify,0,deny,manual,1.00,TRUE,TRUE,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/sublime-eye-contour-and-lip-filler_1.jpg,1,Sublime Eye Contour and Lip Filler: Anti Wrinkle,active,Topical filler ritual that visibly plumps and smooths wrinkles.,"[""Visibly plumps deep wrinkles"",""Smooths expression lines"",""Restores skin density"",""Cosmetic alternative to professional fillers""]",Mature Skin
sublime-eye-contour-and-lip-filler-anti-wrinkle,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/sublime-eye-contour-and-lip-filler_2.jpg,2,Sublime Eye Contour and Lip Filler: Anti Wrinkle,,,,
sublime-eye-contour-and-lip-filler-anti-wrinkle,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/sublime-eye-contour-and-lip-filler_3.jpg,3,Sublime Eye Contour and Lip Filler: Anti Wrinkle,,,,
